cik,ticker,ipo_date,permno,crsp_ticker,siccd,crsp_start,crsp_end,matched
1604464,ATRA,2014-10-16,14991.0,ATRA,5122.0,2024-12-31,2025-12-31,True
1295401,MELR,2014-10-21,,,,,,False
1616678,BST,2014-10-29,14952.0,BST,6726.0,2024-12-31,2025-12-31,True
1306965,SHLX,2014-10-29,,,,,,False
1610250,BOOT,2014-10-30,14953.0,BOOT,5611.0,2024-12-31,2025-12-31,True
1623925,AM,2014-11-05,16738.0,AM,4925.0,2024-12-31,2025-12-31,True
1582313,XENE,2014-11-05,15089.0,XENE,8731.0,2024-12-31,2025-12-31,True
1512762,CHRS,2014-11-06,15059.0,CHRS,2836.0,2024-12-31,2025-12-31,True
1505155,UPLD,2014-11-06,15087.0,UPLD,7372.0,2024-12-31,2025-12-31,True
1611647,FRPT,2014-11-07,15067.0,FRPT,2047.0,2024-12-31,2025-12-31,True
1857030,INCR,2014-11-07,21935.0,INCR,5159.0,2024-12-31,2025-12-31,True
1295401,TBK,2014-11-07,,,,,,False
1612630,JYNT,2014-11-11,15072.0,JYNT,8041.0,2024-12-31,2025-12-31,True
1616862,AXTA,2014-11-12,15053.0,AXTA,2851.0,2024-12-31,2025-12-31,True
2024203,CAPN,2014-11-13,25715.0,CAPN,7389.0,2024-12-31,2025-12-31,True
1333172,NAP,2014-11-13,,,,,,False
896264,PRAH,2014-11-13,,,,,,False
2001288,SKYS,2014-11-13,,,,,,False
1603145,LMRK,2014-11-14,,,,,,False
2041610,PGRE,2014-11-19,15048.0,PGRE,6552.0,2024-12-31,2025-12-19,True
1409970,LC,2014-12-11,15092.0,LC,6141.0,2024-12-31,2025-12-31,True
1610601,MOMO,2014-12-11,15135.0,MOMO,7373.0,2024-12-31,2025-12-31,True
1620459,JRVR,2014-12-12,15133.0,JRVR,6331.0,2024-12-31,2025-12-31,True
1445305,WK,2014-12-12,15119.0,WK,7372.0,2024-12-31,2025-12-31,True
1423902,RMP,2014-12-17,,,,,,False
1070524,ICBK,2015-01-16,,,,,,False
2001288,PN,2015-01-16,26495.0,PN,0.0,2025-03-04,2025-12-31,True
2080087,QPACU,2015-01-16,,,,,,False
1612042,ASND,2015-01-28,15171.0,ASND,2834.0,2024-12-31,2025-12-31,True
866374,FLKS,2015-01-29,,,,,,False
1620533,SHAK,2015-01-30,15167.0,SHAK,5812.0,2024-12-31,2025-12-31,True
1622194,DEA,2015-02-05,15194.0,DEA,6798.0,2024-12-31,2025-12-31,True
1610590,CHEKU,2015-02-19,,,,,,False
1572694,GSBD,2015-03-18,15244.0,GSBD,6726.0,2024-12-31,2025-12-31,True
1588084,TANH,2015-03-24,15277.0,TANH,7389.0,2024-12-31,2025-12-31,True
1602584,CCD,2015-03-26,15267.0,CCD,6722.0,2024-12-31,2025-12-31,True
1419612,SEDG,2015-03-26,15272.0,SEDG,3674.0,2024-12-31,2025-12-31,True
2046042,JCAP,2015-03-27,26880.0,JCAP,6799.0,2025-06-26,2025-12-31,True
1609711,GDDY,2015-04-01,15315.0,GDDY,7373.0,2024-12-31,2025-12-31,True
1625791,KRNT,2015-04-02,15295.0,KRNT,2893.0,2024-12-31,2025-12-31,True
1626878,XBIT,2015-04-15,15305.0,XBIT,8731.0,2024-12-31,2025-12-31,True
1370637,ETSY,2015-04-16,15291.0,ETSY,5961.0,2024-12-31,2025-12-31,True
1592386,VIRT,2015-04-16,15302.0,VIRT,8742.0,2024-12-31,2025-12-31,True
1618563,NSA,2015-04-23,15323.0,NSA,6798.0,2024-12-31,2025-12-31,True
1323468,EVA,2015-04-29,,,,,,False
1607678,VKTX,2015-04-29,15303.0,VKTX,2834.0,2024-12-31,2025-12-31,True
1621434,BSM,2015-05-01,15340.0,BSM,1382.0,2024-12-31,2025-12-31,True
1811210,CLCD,2015-05-06,,,,,,False
1642380,HTGM,2015-05-06,,,,,,False
1788451,LIFE,2015-05-07,,,,,,False
1267565,COLL,2015-05-07,15371.0,COLL,2834.0,2024-12-31,2025-12-31,True
1581990,EQGP,2015-05-12,,,,,,False
1585608,JAGX,2015-05-13,15375.0,JAGX,2834.0,2024-12-31,2025-12-31,True
1469443,RKDA,2015-05-15,15382.0,RKDA,2879.0,2024-12-31,2025-12-31,True
1590364,FTAI,2015-05-15,15351.0,FTAI,7359.0,2024-12-31,2025-12-31,True
1625414,BZUN,2015-05-21,15365.0,BZUN,5961.0,2024-12-31,2025-12-31,True
1631569,CHCT,2015-05-21,15343.0,CHCT,6798.0,2024-12-31,2025-12-31,True
1594805,SHOP,2015-05-21,15358.0,SHOP,7374.0,2024-12-31,2025-12-31,True
1636289,ACV,2015-05-22,15337.0,ACV,6726.0,2024-12-31,2025-12-31,True
1423902,PTXP,2015-06-04,,,,,,False
1628908,EVH,2015-06-05,15452.0,EVH,8741.0,2024-12-31,2025-12-31,True
1069183,AXON,2015-06-11,89031.0,AXON,3489.0,2024-12-31,2025-12-31,True
318300,PUB,2015-06-11,,,,,,False
1636222,WING,2015-06-12,15440.0,WING,5812.0,2024-12-31,2025-12-31,True
2065232,FIT,2015-06-18,,,,,,False
1383650,CAFD,2015-06-19,,,,,,False
2027265,MB,2015-06-19,26576.0,MB,9999.0,2025-04-10,2025-12-31,True
1192448,GKOS,2015-06-25,15454.0,GKOS,3827.0,2024-12-31,2025-12-31,True
1521036,LNTH,2015-06-25,15429.0,LNTH,2835.0,2024-12-31,2025-12-31,True
1552033,TRU,2015-06-25,15478.0,TRU,7323.0,2024-12-31,2025-12-31,True
1459200,ALRM,2015-06-26,15409.0,ALRM,7382.0,2024-12-31,2025-12-31,True
1433195,APPF,2015-06-26,15410.0,APPF,7372.0,2024-12-31,2025-12-31,True
1309402,GPP,2015-06-26,,,,,,False
1609809,MCRB,2015-06-26,15431.0,MCRB,2834.0,2024-12-31,2025-12-31,True
1635977,THW,2015-06-26,15477.0,THW,6722.0,2024-12-31,2025-12-31,True
1803599,CNXC,2015-07-01,20065.0,CNXC,7389.0,2024-12-31,2025-12-31,True
1477449,TDOC,2015-07-01,15585.0,TDOC,8011.0,2024-12-31,2025-12-31,True
1604821,NTRA,2015-07-02,15534.0,NTRA,8071.0,2024-12-31,2025-12-31,True
1639300,OLLI,2015-07-16,15535.0,OLLI,5331.0,2024-12-31,2025-12-31,True
1638290,MCFT,2015-07-17,15530.0,MCFT,3732.0,2024-12-31,2025-12-31,True
1327688,OOMA,2015-07-17,15582.0,OOMA,7374.0,2024-12-31,2025-12-31,True
1560327,RPD,2015-07-17,15541.0,RPD,7372.0,2024-12-31,2025-12-31,True
1462120,LOB,2015-07-23,15527.0,LOB,6022.0,2024-12-31,2025-12-31,True
1908705,WYIGU,2015-07-24,,,,,,False
1615905,JHY,2015-07-28,,,,,,False
2085408,GPACU,2015-07-29,,,,,,False
1641489,VTVT,2015-07-30,15542.0,VTVT,2834.0,2024-12-31,2025-12-31,True
1621832,AQMS,2015-07-31,15493.0,AQMS,3341.0,2024-12-31,2025-12-31,True
932021,GLBL,2015-07-31,25488.0,GLBL,6726.0,2024-12-31,2025-12-31,True
1835856,BETR,2015-08-05,21025.0,BETR,6719.0,2024-12-31,2025-12-31,True
1469367,RUN,2015-08-05,15643.0,RUN,1731.0,2024-12-31,2025-12-31,True
1637207,PLNT,2015-08-06,15627.0,PLNT,7991.0,2024-12-31,2025-12-31,True
932021,GBT,2015-08-12,,,,,,False
1302215,HLI,2015-08-13,15623.0,HLI,6282.0,2024-12-31,2025-12-31,True
1590877,RGNX,2015-09-17,15658.0,RGNX,2836.0,2024-12-31,2025-12-31,True
1321732,PEN,2015-09-18,15694.0,PEN,3841.0,2024-12-31,2025-12-31,True
2044009,BLVDU,2015-09-22,,,,,,False
1618673,PFGC,2015-10-01,15724.0,PFGC,5141.0,2024-12-31,2025-12-31,True
1638833,SGRY,2015-10-01,15795.0,SGRY,8011.0,2024-12-31,2025-12-31,True
1645113,NVCR,2015-10-02,15789.0,NVCR,8099.0,2024-12-31,2025-12-31,True
1557746,ACRS,2015-10-07,15775.0,ACRS,2834.0,2024-12-31,2025-12-31,True
1501989,CTMX,2015-10-08,15779.0,CTMX,2833.0,2024-12-31,2025-12-31,True
1641614,PMTS,2015-10-09,15793.0,PMTS,6153.0,2024-12-31,2025-12-31,True
2087446,PAACU,2015-10-15,,,,,,False
1648416,RACE,2015-10-21,15735.0,RACE,6799.0,2024-12-31,2025-12-31,True
932021,FORK,2015-11-04,,,,,,False
1227500,EQBK,2015-11-11,15838.0,EQBK,6022.0,2024-12-31,2025-12-31,True
1640266,VYGR,2015-11-11,15856.0,VYGR,2836.0,2024-12-31,2025-12-31,True
1631574,WVE,2015-11-11,15857.0,WVE,2834.0,2024-12-31,2025-12-31,True
1579428,AXSM,2015-11-19,15831.0,AXSM,8011.0,2024-12-31,2025-12-31,True
891103,MTCH,2015-11-19,15850.0,MTCH,7389.0,2024-12-31,2025-12-31,True
2026053,SQ,2015-11-19,15826.0,SQ,7372.0,2024-12-31,2025-12-31,True
1649744,DLTH,2015-11-20,15837.0,DLTH,5611.0,2024-12-31,2025-12-31,True
2044009,ANDA,2015-11-24,,,,,,False
1650372,TEAM,2015-12-09,15909.0,TEAM,7371.0,2024-12-31,2025-12-31,True
1631761,YRD,2015-12-18,15896.0,YRD,7371.0,2024-12-31,2025-12-31,True
1650664,EDIT,2016-02-03,15937.0,EDIT,2836.0,2024-12-31,2025-12-31,True
2028735,SRAQU,2016-02-24,,,,,,False
1395937,SNDX,2016-03-03,15976.0,SNDX,2834.0,2024-12-31,2025-12-31,True
2083689,KLREU,2016-03-11,,,,,,False
1626971,CRVS,2016-03-23,15960.0,CRVS,2834.0,2024-12-31,2025-12-31,True
1374310,BATS,2016-04-15,,,,,,False
1628063,MGP,2016-04-20,,,,,,False
1653653,RRR,2016-04-27,16019.0,RRR,7011.0,2024-12-31,2025-12-31,True
1624326,PAVMU,2016-04-28,,,,,,False
1652130,NTLA,2016-05-06,16064.0,NTLA,2836.0,2024-12-31,2025-12-31,True
1290677,TPB,2016-05-11,16083.0,TPB,2131.0,2024-12-31,2025-12-31,True
1650729,SITE,2016-05-12,16082.0,SITE,5083.0,2024-12-31,2025-12-31,True
1625101,PLSE,2016-05-18,16066.0,PLSE,3829.0,2024-12-31,2025-12-31,True
1517399,SUPV,2016-05-19,16077.0,SUPV,6719.0,2024-12-31,2025-12-31,True
1324404,CFCOU,2016-05-20,,,,,,False
1466026,MSBI,2016-05-24,16063.0,MSBI,6022.0,2024-12-31,2025-12-31,True
1551182,EHT,2016-05-26,,,,,,False
1665918,USFD,2016-05-26,16084.0,USFD,5147.0,2024-12-31,2025-12-31,True
1539029,CLSD,2016-06-02,16090.0,CLSD,8011.0,2024-12-31,2025-12-01,True
1659617,MBRX,2016-06-02,16099.0,MBRX,2834.0,2024-12-31,2025-12-31,True
1494891,SRTS,2016-06-03,16145.0,SRTS,3841.0,2024-12-31,2025-12-31,True
1666138,ATKR,2016-06-10,16119.0,ATKR,3441.0,2024-12-31,2025-12-31,True
1659494,COE,2016-06-10,16120.0,COE,8299.0,2024-12-31,2025-12-31,True
1447669,TWLO,2016-06-23,16140.0,TWLO,4812.0,2024-12-31,2025-12-31,True
2091024,MIIIU,2016-07-07,,,,,,False
1782303,BOLD,2016-07-20,24938.0,BOLD,8731.0,2024-12-31,2025-12-31,True
1114995,PI,2016-07-21,16182.0,PI,3674.0,2024-12-31,2025-12-31,True
1455684,TPIC,2016-07-22,16188.0,TPIC,3728.0,2024-12-31,2025-08-19,True
1669162,KNSL,2016-07-28,16171.0,KNSL,6331.0,2024-12-31,2025-12-31,True
1027838,TCMD,2016-07-28,16186.0,TCMD,3841.0,2024-12-31,2025-12-31,True
36377,FHB,2016-08-04,16253.0,FHB,6022.0,2024-12-31,2025-12-31,True
1420520,ATMR,2016-08-05,,,,,,False
1668397,MEDP,2016-08-11,16260.0,MEDP,8731.0,2024-12-31,2025-12-31,True
1377121,PTGX,2016-08-11,16263.0,PTGX,2834.0,2024-12-31,2025-12-31,True
1272842,AIRG,2016-08-12,16247.0,AIRG,3663.0,2024-12-31,2025-12-31,True
2091024,STLRU,2016-08-19,,,,,,False
1895262,NBLX,2016-09-15,,,,,,False
1649749,FBK,2016-09-16,16319.0,FBK,6022.0,2024-12-31,2025-12-31,True
2096900,SCACU,2016-09-16,,,,,,False
1671933,TTD,2016-09-21,16309.0,TTD,7311.0,2024-12-31,2025-12-31,True
1600033,ELF,2016-09-22,16318.0,ELF,2844.0,2024-12-31,2025-12-31,True
1651625,ACIU,2016-09-23,16281.0,ACIU,8731.0,2024-12-31,2025-12-31,True
1674910,VVV,2016-09-23,16338.0,VVV,7538.0,2024-12-31,2025-12-31,True
1674930,FLGT,2016-09-29,16290.0,FLGT,8071.0,2024-12-31,2025-12-31,True
1852767,MRT,2016-09-29,21823.0,MRT,7389.0,2024-12-31,2025-12-31,True
1618732,NTNX,2016-09-30,16304.0,NTNX,7371.0,2024-12-31,2025-12-31,True
1669779,CWH,2016-10-07,16437.0,CWH,5941.0,2024-12-31,2025-12-31,True
1438423,MRAM,2016-10-07,16392.0,MRAM,3674.0,2024-12-31,2025-12-31,True
104918,AHPAU,2016-10-11,,,,,,False
1698990,XOG,2016-10-12,,,,,,False
1679268,TUSK,2016-10-14,16401.0,TUSK,1389.0,2024-12-31,2025-12-31,True
1674416,CRSP,2016-10-19,16383.0,CRSP,8731.0,2024-12-31,2025-12-31,True
1388658,IRTC,2016-10-20,16386.0,IRTC,3841.0,2024-12-31,2025-12-31,True
1677250,ZTO,2016-10-27,16449.0,ZTO,7389.0,2024-12-31,2025-12-31,True
1672013,GOLF,2016-10-28,16434.0,GOLF,3949.0,2024-12-31,2025-12-31,True
1666134,BL,2016-10-28,16381.0,BL,7371.0,2024-12-31,2025-12-31,True
1526125,GDS,2016-11-02,16461.0,GDS,6799.0,2024-12-31,2025-12-31,True
1529628,SND,2016-11-04,16471.0,SND,5032.0,2024-12-31,2025-12-31,True
1677576,IIPR,2016-12-01,16515.0,IIPR,6799.0,2024-12-31,2025-12-31,True
1622345,POLA,2016-12-07,16528.0,POLA,3699.0,2024-12-31,2025-12-31,True
1680378,SNES,2016-12-08,16532.0,SNES,2879.0,2024-12-31,2025-12-31,True
1527469,ATH,2016-12-09,,,,,,False
1652535,ICHR,2016-12-09,16525.0,ICHR,3674.0,2024-12-31,2025-12-31,True
1867729,WRD,2016-12-14,25771.0,WRD,7389.0,2024-12-31,2025-12-31,True
1683825,TRVG,2016-12-16,16535.0,TRVG,6719.0,2024-12-31,2025-12-31,True
2044009,FNTEU,2017-01-20,,,,,,False
1370053,ANAB,2017-01-26,16562.0,ANAB,8731.0,2024-12-31,2025-12-31,True
1674335,JELD,2017-01-27,16554.0,JELD,2431.0,2024-12-31,2025-12-31,True
1687229,INVH,2017-02-01,16581.0,INVH,6531.0,2024-12-31,2025-12-31,True
912766,LAUR,2017-02-01,16591.0,LAUR,8221.0,2024-12-31,2025-12-31,True
1657788,KRP,2017-02-03,16582.0,KRP,1311.0,2024-12-31,2025-12-31,True
1687187,METC,2017-02-03,16592.0,METC,1221.0,2024-12-31,2025-12-31,True
1649096,CLPR,2017-02-10,16577.0,CLPR,6531.0,2024-12-31,2025-12-31,True
1682220,SACH,2017-02-10,16585.0,SACH,6798.0,2024-12-31,2025-12-31,True
2012383,BGIO,2017-02-28,,,,,,False
1433642,HLNE,2017-03-01,16632.0,HLNE,6282.0,2024-12-31,2025-12-31,True
1564408,SNAP,2017-03-02,16595.0,SNAP,7371.0,2024-12-31,2025-12-31,True
1677940,BYSI,2017-03-09,16626.0,BYSI,6799.0,2024-12-31,2025-12-31,True
1687932,JILL,2017-03-09,16611.0,JILL,5621.0,2024-12-31,2025-12-31,True
2083125,PSDO,2017-03-10,,,,,,False
1690511,GOOS,2017-03-16,16603.0,GOOS,2253.0,2024-12-31,2025-12-31,True
1680247,PUMP,2017-03-17,16617.0,PUMP,1382.0,2024-12-31,2025-12-31,True
1747172,KAACU,2017-03-29,,,,,,False
1789832,HESM,2017-04-05,19098.0,HESM,1311.0,2024-12-31,2025-12-31,True
1692063,SNDR,2017-04-06,16648.0,SNDR,4213.0,2024-12-31,2025-12-31,True
1660134,OKTA,2017-04-07,16649.0,OKTA,7372.0,2024-12-31,2025-12-31,True
1432364,AZUL,2017-04-11,,,,,,False
1295401,CADE,2017-04-13,85789.0,CADE,6022.0,2024-12-31,2025-12-31,True
1691303,HCC,2017-04-13,16653.0,HCC,1222.0,2024-12-31,2025-12-31,True
1614178,YEXT,2017-04-13,16650.0,YEXT,7374.0,2024-12-31,2025-12-31,True
1693256,WTTR,2017-04-21,16667.0,WTTR,1389.0,2024-12-31,2025-12-31,True
1507079,FND,2017-04-27,16664.0,FND,5713.0,2024-12-31,2025-12-31,True
1690820,CVNA,2017-04-28,16655.0,CVNA,5521.0,2024-12-31,2025-12-31,True
1579214,EEX,2017-04-28,16660.0,EEX,7389.0,2024-12-31,2025-12-31,True
1692427,NCSM,2017-04-28,16675.0,NCSM,1389.0,2024-12-31,2025-12-31,True
1937653,ZYME,2017-04-28,16668.0,ZYME,8731.0,2024-12-31,2025-12-31,True
1623925,AMGP,2017-05-04,,,,,,False
1935979,BHVN,2017-05-04,23395.0,BHVN,2834.0,2024-12-31,2025-12-31,True
1668243,URGN,2017-05-04,16711.0,URGN,8733.0,2024-12-31,2025-12-31,True
1631596,KREF,2017-05-05,16691.0,KREF,6162.0,2024-12-31,2025-12-31,True
1636651,OVID,2017-05-05,16709.0,OVID,8049.0,2024-12-31,2025-12-31,True
1681682,NDRAU,2017-05-09,,,,,,False
1408534,GNTY,2017-05-09,86067.0,GNTY,6022.0,2024-12-31,2025-10-01,True
1846235,MMDMU,2017-05-12,,,,,,False
1615165,VERI,2017-05-12,16712.0,VERI,7374.0,2024-12-31,2025-12-31,True
1987189,SGH,2017-05-24,,,,,,False
1441683,APPN,2017-05-25,16698.0,APPN,7372.0,2024-12-31,2025-12-31,True
2087450,KBLMU,2017-06-02,,,,,,False
1351636,SSTI,2017-06-07,16805.0,SSTI,7372.0,2024-12-31,2025-12-31,True
1544206,CGBD,2017-06-14,16780.0,CGBD,6726.0,2024-12-31,2025-12-31,True
2096900,BCACU,2017-06-20,,,,,,False
1095651,SAFE,2017-06-22,75846.0,SAFE,6519.0,2024-12-31,2025-12-31,True
1703644,GPMT,2017-06-23,16764.0,GPMT,6798.0,2024-12-31,2025-12-31,True
1644963,ATXI,2017-06-27,16778.0,ATXI,2834.0,2024-12-31,2025-03-19,True
1531031,ESQ,2017-06-27,16784.0,ESQ,6712.0,2024-12-31,2025-12-31,True
1880661,TPGH,2017-06-27,,,,,,False
1702750,BY,2017-06-30,16756.0,BY,6022.0,2024-12-31,2025-12-31,True
1692415,CODX,2017-07-12,16820.0,CODX,2835.0,2024-12-31,2025-12-31,True
1479419,KALA,2017-07-20,16824.0,KALA,2834.0,2024-12-31,2025-12-31,True
1630472,TRTX,2017-07-20,16813.0,TRTX,6798.0,2024-12-31,2025-12-31,True
2083689,OSPRU,2017-07-21,,,,,,False
1499422,RBB,2017-07-26,16828.0,RBB,6022.0,2024-12-31,2025-12-31,True
1551182,EFL,2017-07-27,,,,,,False
1699039,RNGR,2017-08-11,16866.0,RNGR,1389.0,2024-12-31,2025-12-31,True
2099767,CIC.U,2017-08-16,,,,,,False
2096900,IAMXU,2017-08-17,,,,,,False
1061630,TRMT,2017-09-14,,,,,,False
764478,BSTI,2017-09-20,,,,,,False
1603454,CELC,2017-09-20,16923.0,CELC,8731.0,2024-12-31,2025-12-31,True
1711279,KRYS,2017-09-20,16928.0,KRYS,2836.0,2024-12-31,2025-12-31,True
1704292,ZLAB,2017-09-20,16938.0,ZLAB,7374.0,2024-12-31,2025-12-31,True
1423902,OMP,2017-09-21,,,,,,False
1684425,PETZ,2017-09-21,16931.0,PETZ,2047.0,2024-12-31,2025-12-31,True
1709626,NCNA,2017-09-28,16929.0,NCNA,8731.0,2024-12-31,2025-12-31,True
1428439,ROKU,2017-09-28,16932.0,ROKU,4841.0,2024-12-31,2025-12-31,True
2000775,BRACU,2017-10-05,,,,,,False
1649904,RYTM,2017-10-05,17000.0,RYTM,2834.0,2024-12-31,2025-12-31,True
1703079,XFLT,2017-10-09,17031.0,XFLT,6733.0,2024-12-31,2025-12-31,True
1494259,CARG,2017-10-12,16967.0,CARG,5521.0,2024-12-31,2025-12-31,True
1425450,KIDS,2017-10-12,16989.0,KIDS,3842.0,2024-12-31,2025-12-31,True
2070577,OPTN,2017-10-13,16992.0,OPTN,2834.0,2024-12-31,2025-05-21,True
1441816,MDB,2017-10-19,16968.0,MDB,7372.0,2024-12-31,2025-12-31,True
1285785,MOSC,2017-10-19,,,,,,False
1703399,SE,2017-10-20,17023.0,SE,6719.0,2024-12-31,2025-12-31,True
1423902,BPMP,2017-10-26,,,,,,False
1710155,EYE,2017-10-26,16971.0,EYE,3851.0,2024-12-31,2025-12-31,True
1629019,MBIN,2017-10-27,16991.0,MBIN,6022.0,2024-12-31,2025-12-31,True
1713930,NEXA,2017-10-27,17033.0,NEXA,5052.0,2024-12-31,2025-12-31,True
1711375,LOMA,2017-11-01,17092.0,LOMA,3241.0,2024-12-31,2025-12-31,True
1704711,FNKO,2017-11-02,17043.0,FNKO,5092.0,2024-12-31,2025-12-31,True
1701108,SPRO,2017-11-02,17044.0,SPRO,2834.0,2024-12-31,2025-12-31,True
1680062,ACMR,2017-11-03,17045.0,ACMR,3674.0,2024-12-31,2025-12-31,True
889353,STNLU,2017-11-03,,,,,,False
1750735,MRBK,2017-11-07,17117.0,MRBK,6029.0,2024-12-31,2025-12-31,True
1709819,FEDU,2017-11-08,17058.0,FEDU,6719.0,2024-12-31,2025-12-31,True
1708688,IFRX,2017-11-08,17115.0,IFRX,7389.0,2024-12-31,2025-12-31,True
1476034,MCB,2017-11-08,17093.0,MCB,6712.0,2024-12-31,2025-12-31,True
1492422,APLS,2017-11-09,17104.0,APLS,2834.0,2024-12-31,2025-12-31,True
1514416,BAND,2017-11-10,17106.0,BAND,4813.0,2024-12-31,2025-12-31,True
1141284,ASNS,2017-11-16,23101.0,ASNS,8748.0,2024-12-31,2025-12-31,True
1713923,JT,2017-11-16,,,,,,False
2030781,SAIL,2017-11-17,26178.0,SAIL,7372.0,2025-02-13,2025-12-31,True
1295401,SBT,2017-11-17,17121.0,SBT,6035.0,2024-12-31,2025-04-01,True
1576942,SFIX,2017-11-17,17038.0,SFIX,5961.0,2024-12-31,2025-12-31,True
1687277,RETO,2017-11-29,17120.0,RETO,7373.0,2024-12-31,2025-12-31,True
1624512,BOXL,2017-11-30,17107.0,BOXL,3861.0,2024-12-31,2025-12-31,True
1848763,RWGE.,2017-11-30,,,,,,False
1503274,QTRX,2017-12-07,17155.0,QTRX,3826.0,2024-12-31,2025-12-31,True
1714899,DNLI,2017-12-08,17125.0,DNLI,2836.0,2024-12-31,2025-12-31,True
1690680,NMRK,2017-12-15,17126.0,NMRK,6531.0,2024-12-31,2025-12-31,True
1707303,DOGZ,2017-12-20,17141.0,DOGZ,5199.0,2024-12-31,2025-12-31,True
1708259,LX,2017-12-21,17150.0,LX,6719.0,2024-12-31,2025-12-31,True
1645460,CUE,2018-01-02,17262.0,CUE,2834.0,2024-12-31,2025-12-31,True
1717307,ILPT,2018-01-12,17222.0,ILPT,6798.0,2024-12-31,2025-12-31,True
1694028,LBRT,2018-01-12,17221.0,LBRT,1389.0,2024-12-31,2025-12-31,True
1318268,OMADU,2018-01-17,,,,,,False
1703056,ADT,2018-01-19,17223.0,ADT,7382.0,2024-12-31,2025-12-31,True
1455863,COLD,2018-01-19,17226.0,COLD,6733.0,2024-12-31,2025-12-31,True
1532286,NINE,2018-01-19,17251.0,NINE,1389.0,2024-12-31,2025-12-31,True
1712807,PAGS,2018-01-24,17254.0,PAGS,7374.0,2024-12-31,2025-12-31,True
1718512,GTES,2018-01-25,17227.0,GTES,7389.0,2024-12-31,2025-12-31,True
1707502,SLDB,2018-01-26,17271.0,SLDB,2836.0,2024-12-31,2025-12-31,True
1717393,CAAP,2018-02-01,17310.0,CAAP,6719.0,2024-12-31,2025-12-31,True
925528,HUD,2018-02-01,,,,,,False
1394056,OSS,2018-02-01,17327.0,OSS,3577.0,2024-12-31,2025-12-31,True
1684693,SLGL,2018-02-01,17330.0,SLGL,2834.0,2024-12-31,2025-12-31,True
1705696,VICI,2018-02-01,17307.0,VICI,6798.0,2024-12-31,2025-12-31,True
1699136,WHD,2018-02-08,17281.0,WHD,3533.0,2024-12-31,2025-12-31,True
1570562,EOLS,2018-02-08,17317.0,EOLS,2834.0,2024-12-31,2025-12-31,True
2096900,MUDSU,2018-02-08,,,,,,False
1570827,VCTR,2018-02-08,17332.0,VCTR,6282.0,2024-12-31,2025-12-31,True
1666071,CDLX,2018-02-09,17315.0,CDLX,7372.0,2024-12-31,2025-12-31,True
1699039,QES,2018-02-09,,,,,,False
1701261,FAMI,2018-02-16,17318.0,FAMI,191.0,2024-12-31,2025-12-31,True
1720893,BTAI,2018-03-08,17349.0,BTAI,2834.0,2024-12-31,2025-12-31,True
1341317,BWB,2018-03-14,17350.0,BWB,6022.0,2024-12-31,2025-12-31,True
1724521,RCUS,2018-03-15,17374.0,RCUS,8731.0,2024-12-31,2025-12-31,True
1711012,AIHS,2018-03-16,17345.0,AIHS,7389.0,2024-12-31,2025-12-31,True
1713683,ZS,2018-03-16,17341.0,ZS,7371.0,2024-12-31,2025-12-31,True
1467623,DBX,2018-03-23,17342.0,DBX,7372.0,2024-12-31,2025-12-31,True
1723935,STG,2018-03-23,17380.0,STG,6799.0,2024-12-31,2025-12-31,True
1724755,GHG,2018-03-27,17378.0,GHG,7011.0,2024-12-31,2025-12-31,True
1723690,BILI,2018-03-28,17346.0,BILI,7389.0,2024-12-31,2025-12-31,True
1722608,IQ,2018-03-29,17362.0,IQ,6719.0,2024-12-31,2025-12-31,True
1595248,GNPX,2018-03-29,17360.0,GNPX,2834.0,2024-12-31,2025-12-31,True
5513,UMRX,2018-03-29,,,,,,False
1639920,SPOT,2018-04-03,17782.0,SPOT,4832.0,2024-12-31,2025-12-31,True
1705402,AGMH,2018-04-18,17678.0,AGMH,7371.0,2024-12-31,2025-12-31,True
931148,EAF,2018-04-19,17672.0,EAF,3624.0,2024-12-31,2025-12-31,True
1124796,LASR,2018-04-26,17691.0,LASR,3674.0,2024-12-31,2025-12-31,True
1261333,DOCU,2018-04-27,17685.0,DOCU,7372.0,2024-12-31,2025-12-31,True
1726978,GSHD,2018-04-27,17688.0,GSHD,6411.0,2024-12-31,2025-12-31,True
1696558,JRSH,2018-05-02,17803.0,JRSH,2231.0,2024-12-31,2025-12-31,True
1724009,PRT,2018-05-02,17836.0,PRT,6733.0,2024-12-31,2025-12-31,True
1609550,INSP,2018-05-03,17799.0,INSP,3841.0,2024-12-31,2025-12-31,True
1730984,BCML,2018-05-04,17800.0,BCML,6029.0,2024-12-31,2025-12-31,True
1718227,ROAD,2018-05-04,17801.0,ROAD,1611.0,2024-12-31,2025-12-31,True
2042444,OBNK,2018-05-09,,,,,,False
1333986,EQH,2018-05-10,17787.0,EQH,6411.0,2024-12-31,2025-12-31,True
1728190,HUYA,2018-05-11,17832.0,HUYA,7374.0,2024-12-31,2025-12-31,True
2026053,PS,2018-05-17,,,,,,False
1724542,CLPS,2018-05-24,17809.0,CLPS,7389.0,2024-12-31,2025-12-31,True
1730430,KNSA,2018-05-24,17817.0,KNSA,2834.0,2024-12-31,2025-12-31,True
1727196,SRRK,2018-05-24,17821.0,SRRK,2834.0,2024-12-31,2025-12-31,True
1659323,ITRM,2018-05-25,17816.0,ITRM,5192.0,2024-12-31,2025-12-31,True
1926599,TDACU,2018-05-30,,,,,,False
