cik,ticker,ipo_date,permno,crsp_ticker,siccd,crsp_start,crsp_end,matched
1617553,ZIP,2011-04-13,21125.0,ZIP,8742.0,2024-12-31,2025-12-31,True
1372612,TEU,2011-04-14,,,,,,False
1383395,SQNS,2011-04-14,12680.0,SQNS,3674.0,2024-12-31,2025-12-31,True
932021,GCRSF,2011-04-15,,,,,,False
1479094,STIR,2011-04-15,,,,,,False
2097725,AL,2011-04-18,12641.0,AL,7359.0,2024-12-31,2025-12-31,True
1508475,VNET,2011-04-21,12699.0,VNET,7372.0,2024-12-31,2025-12-31,True
1496292,IHD,2011-04-27,12662.0,IHD,6722.0,2024-12-31,2025-12-31,True
723646,FRNK,2011-04-28,,,,,,False
1489096,THR,2011-05-04,12783.0,THR,8711.0,2024-12-31,2025-12-31,True
1505413,VOC,2011-05-05,12786.0,VOC,1311.0,2024-12-31,2025-12-31,True
1509991,KOS,2011-05-10,12788.0,KOS,1311.0,2024-12-31,2025-12-31,True
1511337,RLJ,2011-05-10,12756.0,RLJ,6798.0,2024-12-31,2025-12-31,True
1504461,NGL,2011-05-11,12745.0,NGL,5172.0,2024-12-31,2025-12-31,True
1509646,FENG,2011-05-11,12751.0,FENG,7389.0,2024-12-31,2025-12-31,True
932021,EAGLU,2011-05-13,,,,,,False
1496099,NMFC,2011-05-19,12747.0,NMFC,6726.0,2024-12-31,2025-12-31,True
1496749,HEQ,2011-05-25,12741.0,HEQ,6722.0,2024-12-31,2025-12-31,True
1517518,EMO,2011-06-09,12839.0,EMO,6726.0,2024-12-31,2025-12-31,True
1323468,GSJK,2011-06-14,,,,,,False
1474432,P,2011-06-14,,,,,,False
1513363,FDUS,2011-06-20,12885.0,FDUS,6726.0,2024-12-31,2025-12-31,True
1108109,VHS,2011-06-22,,,,,,False
1514281,MITT,2011-06-29,12828.0,MITT,6798.0,2024-12-31,2025-12-31,True
1057706,FBNK,2011-06-29,,,,,,False
1295401,IROQ,2011-06-30,12920.0,IROQ,6712.0,2024-12-31,2025-12-31,True
1323468,OILT,2011-07-13,24630.0,OILT,6726.0,2024-12-31,2025-12-31,True
1617640,Z,2011-07-19,15546.0,Z,7371.0,2024-12-31,2025-12-31,True
1514705,SXC,2011-07-20,12905.0,SXC,3312.0,2024-12-31,2025-12-31,True
1423902,AMID,2011-07-26,23312.0,AMID,6726.0,2024-12-31,2025-12-31,True
1515671,DPG,2011-07-26,12895.0,DPG,6722.0,2024-12-31,2025-12-31,True
1517175,CHEF,2011-07-27,12913.0,CHEF,5141.0,2024-12-31,2025-12-31,True
1699039,CJES,2011-07-28,,,,,,False
1437071,MTGE,2011-08-03,,,,,,False
1295401,BLMT,2011-10-04,,,,,,False
1295401,ASBB,2011-10-11,,,,,,False
1295401,CROL,2011-10-11,,,,,,False
1511737,UBNT,2011-10-13,,,,,,False
2096900,CMTPU,2011-10-24,,,,,,False
1268533,TTP,2011-10-27,,,,,,False
710752,NDRO,2011-11-02,,,,,,False
1490281,GRPN,2011-11-03,13108.0,GRPN,7311.0,2024-12-31,2025-12-31,True
1524769,CHKR,2011-11-10,,,,,,False
1888980,LRE,2011-11-10,24270.0,LRE,6531.0,2024-12-31,2025-12-31,True
1705110,ANGI,2011-11-16,16921.0,ANGI,7299.0,2024-12-31,2025-12-31,True
2034300,DDMG,2011-11-18,,,,,,False
1528988,BUI,2011-11-23,13076.0,BUI,6733.0,2024-12-31,2025-12-31,True
1957132,SN,2011-12-13,24063.0,SN,3639.0,2024-12-31,2025-12-31,True
1383650,MCEP,2011-12-14,,,,,,False
1789832,NRGM,2011-12-15,,,,,,False
1922641,REGI,2012-01-18,,,,,,False
1528396,GWRE,2012-01-24,13181.0,GWRE,7372.0,2024-12-31,2025-12-31,True
1295401,WEBK,2012-01-25,,,,,,False
1525201,DBL,2012-01-26,13176.0,DBL,6722.0,2024-12-31,2025-12-31,True
1526119,VSTM,2012-01-26,13202.0,VSTM,2834.0,2024-12-31,2025-12-31,True
1520006,MTDR,2012-02-01,13244.0,MTDR,1311.0,2024-12-31,2025-12-31,True
1590895,CZR,2012-02-07,14882.0,CZR,7999.0,2024-12-31,2025-12-31,True
1352010,EPAM,2012-02-07,13210.0,EPAM,7371.0,2024-12-31,2025-12-31,True
2074973,CCXI,2012-02-08,,,,,,False
1734713,BV,2012-02-23,17867.0,BV,781.0,2024-12-31,2025-12-31,True
1443669,PRLB,2012-02-23,13249.0,PRLB,3441.0,2024-12-31,2025-12-31,True
1528811,VGI,2012-02-23,13254.0,VGI,6722.0,2024-12-31,2025-12-31,True
1345016,YELP,2012-03-01,13318.0,YELP,7375.0,2024-12-31,2025-12-31,True
1411207,ALSN,2012-03-14,13284.0,ALSN,5065.0,2024-12-31,2025-12-31,True
1493594,MTSI,2012-03-14,13326.0,MTSI,3674.0,2024-12-31,2025-12-31,True
1504379,CSTE,2012-03-21,13321.0,CSTE,3281.0,2024-12-31,2025-12-31,True
1276187,ET,2012-03-21,91111.0,ET,5171.0,2024-12-31,2025-12-31,True
1529192,VIPS,2012-03-22,13315.0,VIPS,5963.0,2024-12-31,2025-12-31,True
1504545,BWG,2012-03-27,13296.0,BWG,6282.0,2024-12-31,2025-12-31,True
1519401,RM,2012-03-27,13302.0,RM,7389.0,2024-12-31,2025-12-31,True
82811,RXN,2012-03-28,,,,,,False
1463101,ENPH,2012-03-29,13323.0,ENPH,3674.0,2024-12-31,2025-12-31,True
1370755,TCPC,2012-04-03,13380.0,TCPC,6726.0,2024-12-31,2025-12-31,True
1401257,FET,2012-04-11,13337.0,FET,3533.0,2024-12-31,2025-12-31,True
932021,MRC,2012-04-11,13343.0,MRC,5084.0,2024-12-31,2025-11-06,True
1434524,CLIR,2012-04-24,13369.0,CLIR,3823.0,2024-12-31,2025-12-31,True
1529377,ACRE,2012-04-25,13332.0,ACRE,6798.0,2024-12-31,2025-12-31,True
1539337,JRI,2012-04-25,13351.0,JRI,6722.0,2024-12-31,2025-12-31,True
1534880,ISD,2012-04-25,13357.0,ISD,6722.0,2024-12-31,2025-12-31,True
1356576,SUPN,2012-04-30,13410.0,SUPN,2834.0,2024-12-31,2025-12-31,True
1640428,EVER,2012-05-02,17880.0,EVER,4813.0,2024-12-31,2025-12-31,True
1527166,CG,2012-05-02,13405.0,CG,7361.0,2024-12-31,2025-12-31,True
1524025,TLYS,2012-05-03,13399.0,TLYS,5651.0,2024-12-31,2025-12-31,True
1478102,WMC,2012-05-09,,,,,,False
2042902,EVAC,2012-05-10,27202.0,EVAC,7389.0,2025-08-22,2025-12-31,True
1510599,PDI,2012-05-24,13393.0,PDI,6722.0,2024-12-31,2025-12-31,True
1423902,EQM,2012-06-26,,,,,,False
1518557,MMD,2012-06-26,13441.0,MMD,6722.0,2024-12-31,2025-12-31,True
1373715,NOW,2012-06-28,13447.0,NOW,7379.0,2024-12-31,2025-12-31,True
1530249,FSBW,2012-07-10,13528.0,FSBW,6035.0,2024-12-31,2025-12-31,True
1538263,HTBI,2012-07-10,13534.0,HTBI,6719.0,2024-12-31,2025-12-31,True
1295401,GTWN,2012-07-11,,,,,,False
1177609,FIVE,2012-07-18,13527.0,FIVE,5331.0,2024-12-31,2025-12-31,True
1327567,PANW,2012-07-19,13511.0,PANW,3577.0,2024-12-31,2025-12-31,True
1547459,NGVC,2012-07-24,13508.0,NGVC,5411.0,2024-12-31,2025-12-31,True
1548717,LDP,2012-07-26,13501.0,LDP,6722.0,2024-12-31,2025-12-31,True
1216583,JPI,2012-07-26,13510.0,JPI,6722.0,2024-12-31,2025-09-22,True
1237831,GMED,2012-08-02,13543.0,GMED,3841.0,2024-12-31,2025-12-31,True
1546417,BLMN,2012-08-08,13548.0,BLMN,5812.0,2024-12-31,2025-12-31,True
1549107,MANU,2012-08-09,13547.0,MANU,7997.0,2024-12-31,2025-12-31,True
1323468,HCLP,2012-08-15,,,,,,False
1541119,SFBC,2012-08-15,13561.0,SFBC,6282.0,2024-12-31,2025-12-31,True
1528437,BTT,2012-08-29,13539.0,BTT,6726.0,2024-12-31,2025-12-31,True
927628,CBF,2012-09-19,,,,,,False
1475841,NBHC,2012-09-19,13579.0,NBHC,6021.0,2024-12-31,2025-12-31,True
1550913,SRC,2012-09-19,,,,,,False
1546429,BGB,2012-09-25,13570.0,BGB,6722.0,2024-12-31,2025-12-31,True
1107843,QLYS,2012-09-27,13600.0,QLYS,7372.0,2024-12-31,2025-12-31,True
2024218,SMLP,2012-09-27,,,,,,False
1096056,LXFR,2012-10-03,17200.0,LXFR,2819.0,2024-12-31,2025-12-31,True
1318268,MCBK,2012-10-03,,,,,,False
1280263,AMBA,2012-10-09,13634.0,AMBA,3674.0,2024-12-31,2025-12-31,True
1295401,HBK,2012-10-10,,,,,,False
1549346,SSTK,2012-10-10,13625.0,SSTK,7374.0,2024-12-31,2025-12-31,True
1539838,FANG,2012-10-11,13641.0,FANG,1311.0,2024-12-31,2025-12-31,True
1327811,WDAY,2012-10-11,13628.0,WDAY,7371.0,2024-12-31,2025-12-31,True
1737706,SDLP,2012-10-18,,,,,,False
1521404,BGH,2012-10-25,13601.0,BGH,6282.0,2024-12-31,2025-12-31,True
1552000,MPLX,2012-10-25,13618.0,MPLX,8731.0,2024-12-31,2025-12-31,True
1745431,EDI,2012-10-25,,,,,,False
1552797,DKL,2012-11-01,13681.0,DKL,4612.0,2024-12-31,2025-12-31,True
1528849,RH,2012-11-01,13687.0,RH,5712.0,2024-12-31,2025-12-31,True
1383650,SXE,2012-11-01,,,,,,False
1488039,ATOS,2012-11-07,13693.0,ATOS,2834.0,2024-12-31,2025-12-31,True
